Year,Deaths,Death Rate,Age Adjusted Death Rate
32168,1328,348.79999999999995,348.79999999999995
32168,4148,485.70000000000005,485.70000000000005
32168,3350,439.70000000000005,439.70000000000005
32168,9607,456.9,456.9
